Tenant_ID,Tenant_Name,Email,Phone,Lease_ID,Property_Name,Unit_Number,Lease_Start,Lease_End,Monthly_Rent,Arrears_Amount,Due_Date,Property_Address,City,State,Country,Postal_Code,Payment_Method,Transaction_Status,Days_Overdue
TEN2593,Deanna Kirk,greenkevin@gmail.com,364.976.2813x7807,LEASE2093,Martin and Sons,Unit 3,2024-01-04,2027-12-13,1277.34,1468.84,2025-04-02,"Unit 2437 Box 5396, DPO AP 76563",East Loriport,Delaware,Nepal,46784,Standing Order,Pending,50
TEN2600,Kelli Ramirez,qtate@fletcher.net,834.886.1585,LEASE2100,Jones-Diaz,Unit 92,2024-05-03,2027-07-29,710.87,944.06,2025-03-23,"45485 Swanson Throughway, New Kendraborough, UT 33793",Cassandraview,Nebraska,Turks and Caicos Islands,67853,Bank Transfer,Completed,60
TEN2602,Jessica Knight,hwilkins@yahoo.com,189-768-6749x30782,LEASE2102,Flowers PLC,Unit 42,2021-10-08,2026-07-27,982.98,2723.53,2025-04-01,"34814 Osborn Shore Apt. 768, New Coryfort, HI 95320",Fosterburgh,Nebraska,Anguilla,58074,Standing Order,Completed,51
TEN2611,Gerald Williams,xdaniels@bennett.biz,380.034.9462,LEASE2111,Hanna-Bautista,Unit 90,2021-01-10,2026-06-07,868.83,3023.98,2025-02-23,"061 Price Stream, North Michael, NV 05581",Brianburgh,Georgia,Slovakia (Slovak Republic),90478,Credit Card,In Arrears,88
TEN2627,Adam Davis,richardgolden@gmail.com,881-812-5878x40386,LEASE2127,Reynolds Ltd,Unit 37,2021-03-24,2028-05-02,2134.31,3474.86,2025-02-26,"USNV Diaz, FPO AA 73755",Atkinsonhaven,New Hampshire,Singapore,31644,Standing Order,Completed,85
TEN2636,Stephen House,amurphy@hotmail.com,8452726751,LEASE2136,Pugh Inc,Unit 45,2021-06-15,2026-11-21,2068.58,2056.51,2025-04-05,"78768 Jeffrey Corner, Elizabethmouth, WI 80304",Joshuaside,Illinois,Spain,41548,Credit Card,In Arrears,47
TEN2638,Jeremy Rose,alyssalawrence@manning.org,0539392670,LEASE2138,Scott PLC,Unit 62,2021-08-21,2027-02-24,889.5,2000.02,2025-04-04,"963 Flores Junction, Lake Wendyville, AZ 94908",Sanfordton,Tennessee,Ecuador,46265,Cash,Completed,48
TEN2639,Brent Perry,jessica49@yahoo.com,+1-146-153-3970,LEASE2139,"Herring, Medina and Mccoy",Unit 96,2024-04-08,2027-02-25,775.12,2524.03,2025-03-26,"474 Gutierrez Mountain, Trevorchester, MA 43210",Phelpsburgh,Oklahoma,Hungary,97636,Cash,Failed,57
TEN2641,Gina Barrera,hlewis@moreno.org,5823060756,LEASE2141,Hughes and Sons,Unit 8,2023-07-31,2027-09-26,1982.64,1969.72,2025-04-07,"03012 Pollard Route, Jasonfurt, OR 78557",Hintonport,Mississippi,Saint Helena,42009,Cash,Pending,45
TEN2644,Robert Smith,jerry11@gmail.com,(493)526-4403,LEASE2144,Smith PLC,Unit 10,2021-01-01,2026-11-14,2829.33,2988.85,2025-03-04,"32101 Linda Loaf, North Kimburgh, KY 66064",North Susanport,New Hampshire,Brunei Darussalam,9049,Credit Card,In Arrears,79
TEN2652,Christopher Mccarty,ysteele@flores.com,815-857-0618x548,LEASE2152,Cunningham and Sons,Unit 13,2020-09-20,2028-03-18,2354.41,2928.44,2025-02-21,"2188 Ian Station Apt. 784, Lopeztown, DC 50025",Port Karen,Delaware,Bolivia,46865,Bank Transfer,Completed,90
TEN2665,James Boyd,kristinaguirre@gmail.com,914-289-1288x13273,LEASE2165,Parker-Smith,Unit 76,2023-04-27,2027-05-04,2369.46,2551.2,2025-03-04,"21420 Jonathon Ports, Lake Amanda, MD 46851",Lucaschester,Oregon,Burundi,35310,Credit Card,Pending,79
TEN2672,Timothy Clark,brianreid@west.com,001-493-355-3307,LEASE2172,Taylor-Jenkins,Unit 50,2022-07-07,2026-02-03,1140.26,1121.35,2025-04-17,"190 Bradford Plains, West Rachelfort, AK 12691",Christinaton,Pennsylvania,Iraq,59298,Standing Order,Pending,35
TEN2674,Michael Butler,melissaconway@stephens-rhodes.com,559.221.3772x776,LEASE2174,"Woods, Powers and Moon",Unit 57,2021-08-04,2028-05-10,1646.55,1139.66,2025-04-16,"PSC 4832, Box 3090, APO AA 36658",East Madisonfort,Rhode Island,Cote d'Ivoire,96043,Bank Transfer,Completed,36
TEN2678,David Arroyo,erikcooper@reeves-nunez.com,+1-139-919-5237,LEASE2178,Perry-Mullins,Unit 45,2021-04-02,2026-03-14,855.66,3035.36,2025-04-17,"37315 Cook Pines Apt. 550, Hesterside, OR 64079",Mckeemouth,New York,Jersey,26800,Standing Order,Pending,35
TEN2681,Barbara Stark,marthahernandez@howard-rivera.biz,001-799-882-4761,LEASE2181,Gibson and Sons,Unit 78,2022-08-29,2025-11-09,1644.41,3091.63,2025-03-06,"43287 Smith Garden Suite 289, Jonathanburgh, OK 03812",Silvafort,West Virginia,Saint Pierre and Miquelon,63465,Cash,Failed,77
TEN2683,Erin Rogers,anthony31@lewis.com,478-614-0955x7310,LEASE2183,Graham-Wallace,Unit 1,2022-12-18,2025-09-03,2564.46,1235.16,2025-04-11,"838 Anderson Circle, West Jessicaberg, LA 38306",East Eric,Iowa,Croatia,93188,Standing Order,Failed,41
TEN2694,Michael Anthony,william01@yahoo.com,397-784-5919x2765,LEASE2194,Frank-Meyer,Unit 50,2023-12-02,2026-10-14,669.08,3351.21,2025-04-06,"24392 Noah Station, South Michael, OK 42390",Port Peterville,Maryland,Australia,4419,Bank Transfer,Pending,46
TEN2712,Deborah Jones,danielle45@garcia.com,426-480-0245,LEASE2212,"Griffin, Dominguez and Gilbert",Unit 22,2023-11-01,2027-04-06,2707.94,3183.75,2025-03-12,"7224 Smith Spur Suite 151, Janeside, WA 40082",Lake Williamburgh,New York,Liechtenstein,43882,Credit Card,In Arrears,71
TEN2729,Michael Bradley,taylorvanessa@hotmail.com,+1-702-765-9183x5485,LEASE2229,Anderson Inc,Unit 96,2023-05-14,2027-10-26,2859.04,1644.47,2025-03-12,"62513 Adkins Springs, Port Julia, UT 75329",Jamiefurt,South Carolina,Antarctica (the territory South of 60 deg S),41552,Bank Transfer,In Arrears,71
TEN2732,David Zuniga,samantharice@preston-carter.com,639-319-6123,LEASE2232,Myers-Lynch,Unit 61,2023-11-04,2027-07-25,1407.48,911.22,2025-02-27,"6046 Hall Junction Apt. 760, Kingmouth, AK 77115",North Angelhaven,Louisiana,Iran,24245,Bank Transfer,Completed,84
TEN2744,Dr. Chad Montoya MD,brittanysmith@johnson.com,(156)859-7715x613,LEASE2244,Shaw LLC,Unit 90,2020-07-06,2028-02-17,1770.19,1465.21,2025-03-18,"813 Carl Ports Apt. 005, Mcbrideville, OK 28747",South Ashleystad,Kansas,El Salvador,45573,Bank Transfer,In Arrears,65
TEN2757,Joann Daugherty,lukewhite@yahoo.com,+1-624-320-8340x76820,LEASE2257,"Riley, Taylor and Roberts",Unit 87,2023-11-27,2027-06-24,2506.03,2232.37,2025-02-26,"USNS Fry, FPO AA 63167",Melissaview,Louisiana,Germany,90039,Standing Order,In Arrears,85
TEN2758,Robert Wright,john80@porter.net,(638)431-4374,LEASE2258,"Taylor, Morgan and Jackson",Unit 46,2022-07-01,2025-11-09,1881.09,3063.68,2025-04-04,"461 Davidson Shoal Suite 216, Buckland, GA 76224",Sandramouth,Nebraska,Mayotte,52582,Cash,In Arrears,48
TEN2761,Daniel Bennett,kellyzuniga@galloway.org,945-960-4781x5424,LEASE2261,"Cox, Romero and Pollard",Unit 1,2024-03-26,2027-08-08,1326.63,3736.02,2025-02-22,"391 Massey Mills, East Jerome, UT 79861",Reedshire,Missouri,Monaco,50238,Cash,Completed,89
TEN2766,Kristin Hamilton,scooper@smith-clayton.com,+1-073-237-2914x508,LEASE2266,Brooks-Spencer,Unit 75,2022-10-20,2025-07-03,1650.85,1353.09,2025-04-13,"422 Patrick Fort Suite 470, Port Gailshire, KS 04624",North Eric,Georgia,Tunisia,7930,Cash,Failed,39
TEN2769,Juan Pineda,stephanie95@hotmail.com,062.620.1493,LEASE2269,Parker-Gardner,Unit 62,2021-03-13,2027-07-31,955.64,3902.84,2025-04-04,"7713 Oconnell Falls Apt. 922, Melissaberg, VT 23622",Mooretown,New Mexico,Norway,2746,Bank Transfer,Failed,48
TEN2771,Daniel Hoover,stephen02@gmail.com,1429582394,LEASE2271,White-Pruitt,Unit 8,2022-11-03,2026-06-17,2048.93,1680.66,2025-04-01,"PSC 4474, Box 5045, APO AE 50833",Nicholasmouth,Vermont,Sri Lanka,31585,Cash,Pending,51
TEN2773,Shelley Webb,katherine79@gmail.com,+1-297-883-6468x200,LEASE2273,Patterson-Fitzgerald,Unit 80,2023-11-23,2027-07-28,531.72,1344.77,2025-03-08,"774 Daniel Cliff Apt. 108, Kellyborough, MI 17132",Port Tamara,Michigan,Guatemala,93272,Cash,In Arrears,75
TEN2774,Catherine David,iwilliams@frank.net,+1-413-023-0966,LEASE2274,Hays-Mathews,Unit 76,2024-03-18,2028-04-14,2876.83,2958.29,2025-03-05,"PSC 2928, Box 0187, APO AA 85564",Clinehaven,New Mexico,Belgium,99936,Bank Transfer,Pending,78
TEN2780,Patricia Quinn,brett32@macdonald-martinez.com,817.330.6977x121,LEASE2280,Mann-Reyes,Unit 91,2022-04-12,2027-11-19,594.6,2200.21,2025-03-15,"0364 Jeffery Fords, West Shannon, ID 34602",Hillside,New Jersey,Timor-Leste,80275,Bank Transfer,Completed,68
TEN2783,Scott Johns,karen75@gmail.com,887.548.2673,LEASE2283,"Fox, Lopez and Larson",Unit 69,2022-02-06,2025-11-28,2779.09,2898.58,2025-03-17,"9769 Mark Land, Casefurt, WV 42898",New Oscarfort,Wisconsin,Cote d'Ivoire,84305,Credit Card,Pending,66
TEN2784,Christine Matthews,pjohnson@hodges-hensley.com,060-535-5361x91216,LEASE2284,Montgomery-Mahoney,Unit 11,2023-07-05,2027-11-23,1096.04,617.07,2025-04-07,"564 Schaefer Corner, North Nancymouth, PA 69024",Port Stephen,Wisconsin,Malaysia,40933,Cash,Pending,45
TEN2788,Larry Anderson,daniel85@yahoo.com,889.046.3848,LEASE2288,"Hanson, Wells and Rodriguez",Unit 70,2021-05-20,2027-04-15,1641.1,612.16,2025-03-22,"39697 Kimberly Harbors, East Christopherburgh, SC 13650",Glennburgh,Kansas,Trinidad and Tobago,87536,Standing Order,Pending,61
TEN2791,Allison Lewis,josephrussell@gmail.com,674.673.8462x2565,LEASE2291,Gentry Inc,Unit 8,2022-12-17,2028-02-05,2240.32,1972.05,2025-03-29,"15553 Davis Locks, Lake Cheryl, MT 76379",West Claudiaton,Kentucky,Pitcairn Islands,2168,Bank Transfer,Pending,54
TEN2792,Kenneth Harris,morrisondebra@yahoo.com,(220)017-5285x64384,LEASE2292,"Buckley, Shea and Ramirez",Unit 26,2024-01-04,2027-05-09,1851.4,2812.41,2025-02-21,"60249 Wells Bypass Apt. 101, Donaldberg, IA 26768",Figueroaton,Oregon,Haiti,63476,Credit Card,In Arrears,90
TEN2796,Mary Yates,kperez@hill.com,001-798-669-5984,LEASE2296,"Pierce, Perkins and Fowler",Unit 100,2022-07-06,2026-08-30,2256.17,1361.13,2025-03-19,"3685 Fernando Park Apt. 462, East Evelyn, OH 84191",West Laurenton,Florida,Cocos (Keeling) Islands,18663,Standing Order,Completed,64
TEN2797,Ryan Green,jonesrobert@yahoo.com,7441133231,LEASE2297,Collins and Sons,Unit 55,2023-05-16,2026-08-05,2120.2,1710.98,2025-04-10,"35204 Wilson Wall, Keithland, MS 50023",Franklinshire,New York,Bosnia and Herzegovina,12172,Credit Card,Failed,42
TEN2803,Jessica Moore,milesbryan@yahoo.com,457.181.2954x4107,LEASE2303,"Trevino, Ford and Diaz",Unit 77,2021-12-13,2028-02-11,1091.58,3816.11,2025-03-08,"41846 Elizabeth Ports, New Mark, IN 14125",Port Markbury,New Mexico,Singapore,19943,Standing Order,In Arrears,75
TEN2808,Mrs. Patricia Mitchell DDS,crystalshaffer@bean-boone.com,(589)346-0091,LEASE2308,Snyder-Mcmillan,Unit 84,2020-05-28,2026-08-01,2698.0,500.84,2025-03-31,"8211 Alyssa Station Apt. 617, Port Taylor, SC 16411",Justinstad,Illinois,Andorra,58375,Cash,Failed,52
TEN2827,Sarah Mayer,kristinnewman@hotmail.com,311-300-0152x12614,LEASE2327,"White, Townsend and Wheeler",Unit 58,2021-11-25,2027-10-29,569.25,3796.27,2025-04-08,"93954 Terry Fords Suite 990, Drakechester, NE 58876",Lake Melissaborough,Missouri,Turkey,43590,Cash,Pending,44
TEN2833,Kaylee Gutierrez,jordan28@hotmail.com,+1-722-947-2829,LEASE2333,"Villa, Nelson and Roy",Unit 40,2021-03-23,2027-03-23,517.55,3286.26,2025-03-10,"718 Jill Neck, Lake Allenberg, TN 21737",Lake Jerry,New Hampshire,Syrian Arab Republic,13714,Bank Transfer,Pending,73
TEN2839,Lindsey Turner,brownmark@nelson-newman.com,(477)016-6890,LEASE2339,Burton Inc,Unit 13,2020-12-18,2026-05-21,1383.65,1748.93,2025-03-29,"5772 Cooke Lights, South Elizabeth, OK 09750",West Patrickport,Indiana,Kyrgyz Republic,4918,Standing Order,In Arrears,54
TEN2846,Gina Boyd,fieldsjoshua@yahoo.com,001-252-140-0196,LEASE2346,Stafford-Brady,Unit 31,2023-07-05,2027-04-22,2562.55,3489.53,2025-03-23,"4781 Erin Brooks, Lawsonbury, MD 34217",Chaseberg,Georgia,Eritrea,33238,Cash,Completed,60
TEN2857,Amy Sherman,stevenstara@gmail.com,034-382-4669,LEASE2357,Riley-Townsend,Unit 92,2020-09-22,2025-10-14,2018.84,2316.87,2025-04-07,"214 Kimberly Parks, Rachelland, DE 01705",Port Danielleburgh,Washington,Lithuania,18273,Credit Card,In Arrears,45
TEN2866,Misty Jackson,patricia05@washington.info,001-563-713-6319,LEASE2366,Lynch-Nelson,Unit 31,2022-03-31,2027-10-02,2846.86,1210.37,2025-02-27,"4432 Christopher Crossing, East Petertown, IN 96315",Johnhaven,Washington,Denmark,20647,Standing Order,Pending,84
TEN2869,Jeanne Schultz,jacobsmith@cook-stark.com,+1-570-068-3222x13071,LEASE2369,Smith-Weaver,Unit 60,2020-11-22,2028-05-07,2334.43,854.85,2025-03-06,"21619 Donna Oval Apt. 615, East Robertfurt, MT 41616",Brownbury,New York,Belize,77991,Cash,Failed,77
TEN2871,Sylvia Keller,genejones@taylor-mckay.org,001-891-998-1797x4996,LEASE2371,Rodriguez Group,Unit 52,2024-04-19,2026-12-26,1736.76,2798.57,2025-02-28,"79136 Palmer Court, Port Michaelburgh, VA 59217",Port Davidstad,Massachusetts,Slovakia (Slovak Republic),96440,Cash,Pending,83
TEN2873,Daniel Clayton,dwayne13@lopez.com,001-262-262-3888x232,LEASE2373,Richards-Newman,Unit 47,2023-05-29,2027-10-16,2573.3,693.39,2025-03-22,"7990 Hogan Hollow Apt. 510, East Christine, CT 63754",Mitchellfurt,Colorado,Thailand,9575,Bank Transfer,Pending,61
TEN2879,Andrew Moore,kathryn65@yahoo.com,(291)634-3141,LEASE2379,"Baldwin, Rhodes and Wilkins",Unit 15,2021-04-26,2027-12-29,1824.89,3125.36,2025-04-15,"0858 Simpson Trail Suite 461, Mckeechester, VA 94388",East James,New Jersey,Ghana,31392,Standing Order,Completed,37
TEN2901,Patricia Lewis,troycastaneda@chapman-johnson.biz,201-290-9848x66296,LEASE2401,"Rose, Mills and Kennedy",Unit 80,2023-04-21,2026-07-17,2373.22,637.56,2025-02-24,"524 James Light Suite 355, Alanbury, NM 12836",Cruzburgh,Maryland,Mexico,21431,Credit Card,Failed,87
TEN2902,Timothy Sanders,cynthia24@richards-ramirez.com,(799)651-8886x253,LEASE2402,Keller LLC,Unit 50,2023-08-15,2027-02-18,2694.64,3775.91,2025-03-19,"51452 Robert Station Apt. 607, Thomasview, ID 16645",North Matthewport,New Mexico,Macao,70394,Cash,Pending,64
TEN2916,James Romero,ecastillo@saunders.com,+1-071-705-5130x03652,LEASE2416,Orozco-Sanders,Unit 64,2024-03-23,2026-06-03,586.76,3684.25,2025-03-21,"33268 Walls Mill, Lake Raymondtown, NE 85356",Brianshire,Iowa,Japan,69333,Bank Transfer,In Arrears,62
TEN2920,Leslie Young,susanreid@hotmail.com,530-257-3739,LEASE2420,Davis-Cole,Unit 25,2023-11-30,2026-07-06,2102.83,1827.27,2025-03-03,"1568 Phillip Underpass Apt. 547, Thompsonchester, MA 81162",Wileyside,South Dakota,Vanuatu,41066,Credit Card,Completed,80
TEN2922,Christian Novak,francisgabriella@gmail.com,157.356.1150,LEASE2422,Sullivan PLC,Unit 21,2022-10-01,2026-08-02,2583.66,3069.43,2025-04-19,"69758 Harrison Spurs Apt. 898, Phamfort, NY 20787",South David,Oregon,Congo,17703,Bank Transfer,In Arrears,33
TEN2925,James Lutz,simonryan@gmail.com,001-826-790-0521x23104,LEASE2425,"Smith, Glenn and Marquez",Unit 51,2024-02-09,2026-09-09,1763.79,3585.8,2025-03-23,"72189 Paula Stravenue, South Yolandatown, NV 16143",East Benjamin,Oklahoma,Guatemala,98483,Cash,In Arrears,60
TEN2934,Aaron Baker,ealvarez@yahoo.com,001-219-978-8114x9502,LEASE2434,Forbes-Davenport,Unit 51,2023-01-31,2027-02-01,2038.51,2166.56,2025-04-08,"7497 Garrison Well, Robertmouth, UT 27718",West Richardmouth,Washington,Denmark,39981,Credit Card,Completed,44
TEN2949,Jennifer Pierce,rgross@jones.com,(021)286-0250,LEASE2449,Baker Inc,Unit 46,2021-09-28,2026-12-15,1428.41,2849.17,2025-04-17,"711 Nash Street, Charleneside, OH 52376",East Dorothyberg,Florida,United States of America,51639,Bank Transfer,Completed,35
TEN2951,Michael Hall,carolrodriguez@gmail.com,(700)363-3865,LEASE2451,Riley Group,Unit 98,2022-12-26,2027-08-03,1700.37,3536.69,2025-03-23,"87997 Jennifer Parks, Lawrenceland, KS 51136",Lake Rachelburgh,Alaska,Ghana,29349,Credit Card,In Arrears,60
TEN2952,Chad Medina,rickyharper@dougherty-golden.biz,+1-582-775-7960,LEASE2452,Copeland-Thomas,Unit 29,2023-06-23,2028-01-05,2525.61,2533.95,2025-04-18,"152 Jennifer Garden Apt. 064, Port Tammyville, VT 90530",New Reginaport,New Jersey,India,29456,Bank Transfer,Completed,34
TEN2953,Jay Fitzpatrick,sharonleon@campbell.info,+1-690-676-4608,LEASE2453,"Novak, Castillo and Clark",Unit 68,2022-01-24,2025-12-19,1879.66,1159.83,2025-04-08,"49213 Richardson Forges Apt. 949, South Matthewhaven, VT 09310",Lake Denise,Colorado,Ireland,9978,Credit Card,Completed,44
TEN2969,Joseph Grant,davidwilliams@yahoo.com,001-110-610-1117x143,LEASE2469,"Morrison, Hammond and Mcfarland",Unit 28,2021-06-24,2027-07-13,2974.88,2900.58,2025-03-17,"4841 Howard Gateway Apt. 460, Johnathanburgh, NM 57192",Port James,Alaska,Seychelles,45443,Bank Transfer,Pending,66
TEN2970,Vanessa White,whitemichelle@ballard.org,+1-128-744-0428x06335,LEASE2470,"West, Scott and Juarez",Unit 32,2021-06-05,2028-01-16,1031.01,503.23,2025-03-07,"10983 Rice Pass Apt. 882, Lake Lisa, VT 86890",New Toddville,Maryland,Turks and Caicos Islands,59006,Bank Transfer,Pending,76
TEN2971,Nina Costa,victoriamendoza@yahoo.com,838-855-6530,LEASE2471,Bell-Thomas,Unit 59,2024-02-26,2025-07-27,1095.53,3865.19,2025-03-12,"147 Debbie Throughway Apt. 864, Robinsonberg, VA 65886",East Timothyton,Vermont,Congo,19110,Credit Card,Failed,71
TEN2974,Lisa Smith,jasonsalazar@suarez.com,983.205.5148x475,LEASE2474,Hill-Farrell,Unit 27,2021-01-22,2025-09-18,1507.1,1949.17,2025-02-27,"78892 Roy Valleys, Carolynport, NJ 15062",Lake Michaelmouth,Alaska,Seychelles,5707,Standing Order,Failed,84
TEN2976,Ray Dixon,jon60@hernandez-smith.info,029.196.7607x47183,LEASE2476,"Gardner, Hicks and Smith",Unit 23,2023-09-22,2028-02-13,2852.74,1782.13,2025-04-13,"6023 Edwin Lodge Suite 947, New Wesleyberg, HI 13868",Lake Stephenbury,Florida,British Indian Ocean Territory (Chagos Archipelago),84304,Standing Order,Pending,39
TEN2977,Rachel Scott,danieldonald@todd.net,638-905-4912,LEASE2477,Navarro PLC,Unit 44,2021-11-23,2027-05-30,1874.28,774.61,2025-04-04,"207 Carol Lake Suite 972, Sabrinaburgh, OK 79165",North Aprilfurt,Colorado,Mozambique,29582,Bank Transfer,In Arrears,48
TEN2981,Anita Parker,keith59@barker-sandoval.com,397-321-2337x4880,LEASE2481,"Ramsey, Villa and Moore",Unit 84,2020-10-21,2025-05-23,1783.17,2424.33,2025-03-04,"1425 Erica Port, Michaelhaven, HI 89299",New Lindaberg,Maine,Tunisia,29385,Bank Transfer,Pending,79
TEN2986,Regina Medina,adamedwards@campbell.com,250.998.2922x905,LEASE2486,Maldonado Group,Unit 48,2021-11-04,2026-09-03,2089.3,2718.78,2025-04-06,"69546 Rogers Islands, Thompsonstad, OK 19979",West Larry,Wisconsin,Monaco,70664,Standing Order,In Arrears,46
TEN2988,Eileen Pacheco,erin21@simpson.org,001-718-847-3743x259,LEASE2488,Klein and Sons,Unit 97,2021-02-04,2027-03-24,919.28,1015.29,2025-04-04,"896 Chaney Burgs Apt. 089, Rodriguezside, SC 42062",South Anthonyview,Iowa,Liberia,82621,Credit Card,In Arrears,48
TEN2989,Martha Gardner,alexandramartin@bennett.com,838.405.9713x359,LEASE2489,Wright LLC,Unit 55,2023-02-17,2027-02-02,1463.89,2121.02,2025-03-20,"3847 Huang Green, South William, AK 74727",New Robert,Alabama,Sweden,97512,Cash,In Arrears,63
TEN3000,Brandy Haas,fisherjohnathan@gmail.com,081.107.1461,LEASE2500,Gilbert Group,Unit 81,2021-12-13,2027-03-08,2582.13,3119.59,2025-04-20,"6740 Chapman Stravenue, Michaelmouth, AZ 00665",West Margaretland,Alabama,Benin,52311,Bank Transfer,Completed,32
TEN3005,Anne Williams,kevinmoreno@gmail.com,455.021.4277x6585,LEASE2505,Mcclain Inc,Unit 28,2020-06-09,2026-11-06,1103.1,1401.95,2025-04-18,"03755 Elizabeth Passage Suite 515, New Stevenbury, MN 56032",East Annetteview,Rhode Island,Bosnia and Herzegovina,13240,Standing Order,Completed,34
TEN3017,David Smith,aaronconley@gmail.com,6782251484,LEASE2517,"Ward, Delgado and Levine",Unit 18,2022-08-07,2027-03-13,1316.69,1550.53,2025-04-10,"8297 Crawford Crescent Apt. 307, New Amanda, DE 20770",North Gregorybury,Maine,Palau,19279,Cash,In Arrears,42
TEN3018,Matthew Oneill,gregorywells@hotmail.com,001-046-915-2792,LEASE2518,Juarez-Dean,Unit 85,2021-12-19,2027-03-16,1942.8,2733.49,2025-03-04,"635 Martinez Groves, Wigginstown, CA 90004",Port Brian,North Dakota,Peru,17372,Cash,Completed,79
TEN3023,Krista Aguirre,myersamanda@yahoo.com,569-205-8481x62277,LEASE2523,"Kim, Gill and Allen",Unit 49,2023-01-13,2025-10-12,1526.49,2173.58,2025-03-04,"234 Christopher Fort, Kaitlyntown, WA 83330",Boydton,Oklahoma,United Arab Emirates,94536,Cash,Failed,79
TEN3024,Jason Sullivan,lwatts@hammond.info,001-791-305-1262x8888,LEASE2524,Manning Ltd,Unit 23,2023-06-11,2027-01-18,2648.25,2284.17,2025-03-22,"3624 Rivera Forge, Davidshire, AR 94733",South Diana,Indiana,Djibouti,12392,Standing Order,In Arrears,61
TEN3026,Bryan Thomas,kayladavis@gmail.com,028.345.2714x15128,LEASE2526,"Shaffer, Jenkins and Allen",Unit 76,2022-05-26,2027-05-27,649.19,3967.23,2025-04-19,"118 Ruiz Fields Suite 280, Ericmouth, NH 67071",Martinezside,Nevada,Equatorial Guinea,46053,Standing Order,In Arrears,33
TEN3033,Diana Baker,bradleybrian@hotmail.com,691-592-8370x30327,LEASE2533,"Barnes, Hernandez and Johnson",Unit 21,2023-04-09,2025-05-29,2279.64,1598.3,2025-04-01,"470 Duke Alley, East Betty, MA 32694",Paulbury,Delaware,Syrian Arab Republic,2595,Credit Card,Failed,51
TEN3034,Eric Weeks,mberry@yahoo.com,+1-279-591-0309x8411,LEASE2534,Atkinson Group,Unit 97,2023-10-07,2026-11-11,2083.47,886.56,2025-03-20,"506 Chung Flats, East Mariatown, AL 04955",Millerfort,Delaware,New Caledonia,14210,Standing Order,In Arrears,63
TEN3037,Bryan Foster,larryjackson@huber-campbell.com,9692531513,LEASE2537,Smith-White,Unit 44,2021-10-11,2026-11-19,1840.6,1978.44,2025-03-09,"81323 Johnny Light, West Leeberg, VT 36481",New Gregoryhaven,Iowa,Saint Barthelemy,36529,Credit Card,Pending,74
TEN3040,Kelly Booker,hilljohn@hotmail.com,421-014-2792x197,LEASE2540,"Gay, Pittman and Henderson",Unit 3,2022-08-26,2026-03-27,862.66,925.96,2025-02-26,"3159 Shields Street, East Andrea, ID 50430",Port Andrea,Maryland,Ireland,19075,Cash,Completed,85
TEN3041,Laura Davis,aedwards@nunez-mitchell.org,001-540-883-2574x01629,LEASE2541,"Webb, Burns and Allen",Unit 35,2020-09-21,2025-10-19,2422.1,1943.41,2025-04-01,"947 Gomez Passage Suite 745, Adrianaport, NV 75737",Garyton,South Carolina,Cameroon,5746,Bank Transfer,In Arrears,51
